"","Name_original","Name_std","ScientificName","Rank","Kingdom","Phylum","Order","Suborder","Infraorder","Family","Genus","Species","Subspecies","FHLCode","Taxonomy_source"
"1529","Anobium nitidum","Hemicoelus canaliculatus","Hemicoelus canaliculatus (C. G. Thomson, 1863)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus canaliculatus",NA,"68-.0122.001-.","FHL"
"1530","Hemicoelus canaliculatus","Hemicoelus canaliculatus","Hemicoelus canaliculatus (C. G. Thomson, 1863)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus canaliculatus",NA,"68-.0122.001-.","FHL"
"1531","Anobium costatum","Hemicoelus costatus","Hemicoelus costatus Aragona, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus costatus",NA,"68-.0122.002-.","FHL"
"1532","Hemicoelus costatus","Hemicoelus costatus","Hemicoelus costatus Aragona, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus costatus",NA,"68-.0122.002-.","FHL"
"1533","Anobium fulvicorne","Hemicoelus fulvicornis","Hemicoelus fulvicornis (J. Sturm, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus fulvicornis",NA,"68-.0122.003-.","FHL"
"1534","Hemicoelus fulvicornis","Hemicoelus fulvicornis","Hemicoelus fulvicornis (J. Sturm, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hemicoelus","Hemicoelus fulvicornis",NA,"68-.0122.003-.","FHL"
"1535","Hemicrepidius hirtus","Hemicrepidius hirtus","Hemicrepidius hirtus (Herbst, 1784)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Hemicrepidius","Hemicrepidius hirtus",NA,"34-.039-.002-.","FHL"
"1536","Hemicrepidius niger","Hemicrepidius niger","Hemicrepidius niger (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Hemicrepidius","Hemicrepidius niger",NA,"34-.039-.001-.","FHL"
"1537","Hemitrichapion waltoni","Hemitrichapion waltoni","Hemitrichapion waltoni (Stephens, 1839)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Apionidae","Hemitrichapion","Hemitrichapion waltoni",NA,"925.038-.002-.","FHL"
"1538","Hermaeophaga mercurialis","Hermaeophaga mercurialis","Hermaeophaga mercurialis (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Hermaeophaga","Hermaeophaga mercurialis",NA,"88-.053-.002-.","FHL"
"1539","Hesperus rufipennis","Hesperus rufipennis","Hesperus rufipennis (Gravenhorst, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Hesperus","Hesperus rufipennis",NA,"23-.087-.001-.","FHL"
"1540","Heterhelus scutellaris","Heterhelus scutellaris","Heterhelus scutellaris (Heer, 1841)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Kateretidae","Heterhelus","Heterhelus scutellaris",NA,"501.002-.001-.","FHL"
"1541","Heterothops spec.","Heterothops","Heterothops Stephens, 1829","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Heterothops",NA,NA,"23-.100-.000-.","FHL"
"1542","Heterothops dissimilis","Heterothops dissimilis","Heterothops dissimilis (Gravenhorst, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Heterothops","Heterothops dissimilis",NA,"23-.100-.005-.","FHL"
"1543","Heterothops niger","Heterothops praevius","Heterothops praevius Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Heterothops","Heterothops praevius",NA,"23-.100-.002-.","FHL"
"1544","Heterothops quadripunctulus","Heterothops quadripunctulus","Heterothops quadripunctulus (Gravenhorst, 1806)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Heterothops","Heterothops quadripunctulus",NA,"23-.100-.004-.","FHL"
"1545","Heterothops stiglundbergi","Heterothops stiglundbergi","Heterothops stiglundbergi Israelson, 1979","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Heterothops","Heterothops stiglundbergi",NA,"23-.100-.0032.","FHL"
"1546","Hippodamia tredecimpunctata","Hippodamia tredecimpunctata","Hippodamia tredecimpunctata (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Hippodamia","Hippodamia tredecimpunctata",NA,"62-.018-.001-.","FHL"
"1547","Hippodamia variegata","Hippodamia variegata","Hippodamia variegata (Goeze, 1777)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Hippodamia","Hippodamia variegata",NA,"62-.018-.003-.","FHL"
"1548","Hippuriphila modeeri","Hippuriphila modeeri","Hippuriphila modeeri (Linnaeus, 1760)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Hippuriphila","Hippuriphila modeeri",NA,"88-.060-.001-.","FHL"
"1549","Hispa atra","Hispa atra","Hispa atra Linnaeus, 1767","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Hispa","Hispa atra",NA,"88-.073-.001-.","FHL"
"1550","Hister unicolor","Hister unicolor","Hister unicolor Linnaeus, 1758","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Histeridae","Hister","Hister unicolor",NA,"10-.032-.003-.","FHL"
"1551","Holobus apicatus","Holobus apicatus","Holobus apicatus (Erichson, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Holobus","Holobus apicatus",NA,"23-.1261.002-.","FHL"
"1552","Holobus flavicornis","Holobus flavicornis","Holobus flavicornis (Lacordaire, 1835)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Holobus","Holobus flavicornis",NA,"23-.1261.001-.","FHL"
"1553","Hololepta plana","Hololepta plana","Hololepta plana (Sulzer, 1776)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Histeridae","Hololepta","Hololepta plana",NA,"10-.021-.001-.","FHL"
"1554","Holoparamecus caularum","Holoparamecus caularum","Holoparamecus caularum (Aubé, 1843)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Endomychidae","Holoparamecus","Holoparamecus caularum",NA,"61-.0011.001-.","FHL"
"1555","Holotrichapion aethiops","Holotrichapion aethiops","Holotrichapion aethiops (Herbst, 1797)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Apionidae","Holotrichapion","Holotrichapion aethiops",NA,"925.037-.004-.","FHL"
"1556","Holotrichapion ononis","Holotrichapion ononis","Holotrichapion ononis (Kirby, 1808)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Apionidae","Holotrichapion","Holotrichapion ononis",NA,"925.037-.001-.","FHL"
"1557","Holotrichapion pisi","Holotrichapion pisi","Holotrichapion pisi (Fabricius, 1801)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Apionidae","Holotrichapion","Holotrichapion pisi",NA,"925.037-.002-.","FHL"
"1558","Homalota plana","Homalota plana","Homalota plana (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Homalota","Homalota plana",NA,"23-.133-.001-.","FHL"
"1559","Hoplia argentea","Hoplia argentea","Hoplia argentea (Poda von Neuhaus, 1761)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeidae","Hoplia","Hoplia argentea",NA,"85-.040-.005-.","FHL"
"1560","Hoplia philanthus","Hoplia philanthus","Hoplia philanthus (Fuessly, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeidae","Hoplia","Hoplia philanthus",NA,"85-.040-.002-.","FHL"
"1561","Hoshihananomia perlata","Hoshihananomia perlata","Hoshihananomia perlata (Sulzer, 1776)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Mordellidae","Hoshihananomia","Hoshihananomia perlata",NA,"79-.004-.001-.","FHL"
"1562","Hydaticus seminiger","Hydaticus seminiger","Hydaticus seminiger (DeGeer, 1774)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydaticus","Hydaticus seminiger",NA,"04-.028-.004-.","FHL"
"1563","Hydnobius punctatus","Hydnobius punctatus","Hydnobius punctatus (Sturm, 1807)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Leiodidae","Hydnobius","Hydnobius punctatus",NA,"16-.002-.005-.","FHL"
"1564","Hydrobius fuscipes","Hydrobius fuscipes","Hydrobius fuscipes (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Hydrophilidae","Hydrobius","Hydrobius fuscipes",NA,"09-.008-.0011.","FHL"
"1565","Hydrochara caraboides","Hydrochara caraboides","Hydrochara caraboides (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Hydrophilidae","Hydrochara","Hydrochara caraboides",NA,"09-.016-.001-.","FHL"
"1566","Hydroporus angustatus","Hydroporus angustatus","Hydroporus angustatus J. Sturm, 1835","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydroporus","Hydroporus angustatus",NA,"04-.008-.003-.","FHL"
"1567","Hydroporus melanarius","Hydroporus melanarius","Hydroporus melanarius J. Sturm, 1835","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydroporus","Hydroporus melanarius",NA,"04-.008-.030-.","FHL"
"1568","Hydroporus planus","Hydroporus planus","Hydroporus planus (Fabricius, 1782)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydroporus","Hydroporus planus",NA,"04-.008-.019-.","FHL"
"1569","Hydroporus striola","Hydroporus striola","Hydroporus striola (Gyllenhal, 1826)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydroporus","Hydroporus striola",NA,"04-.008-.011-.","FHL"
"1570","Hydroporus tristis","Hydroporus tristis","Hydroporus tristis (Paykull, 1798)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydroporus","Hydroporus tristis",NA,"04-.008-.005-.","FHL"
"1571","Hydrovatus cuspidatus","Hydrovatus cuspidatus","Hydrovatus cuspidatus (G. Kunze, 1818)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hydrovatus","Hydrovatus cuspidatus",NA,"04-.005-.001-.","FHL"
"1572","Hygrotus decoratus","Hygrotus decoratus","Hygrotus decoratus (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Hygrotus","Hygrotus decoratus",NA,"04-.007-.004-.","FHL"
"1573","Hylastes angustatus","Hylastes angustatus","Hylastes angustatus (Herbst, 1794)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes angustatus",NA,"91-.004-.006-.","FHL"
"1574","Hylastes ater","Hylastes ater","Hylastes ater (Paykull, 1800)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes ater",NA,"91-.004-.001-.","FHL"
"1575","Hylastes attenuatus","Hylastes attenuatus","Hylastes attenuatus Erichson, 1836","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes attenuatus",NA,"91-.004-.005-.","FHL"
"1576","Hylastes brunneus","Hylastes brunneus","Hylastes brunneus (Erichson, 1836)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes brunneus",NA,"91-.004-.0011.","FHL"
"1577","Hylastes cunicularius","Hylastes cunicularius","Hylastes cunicularius Erichson, 1836","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes cunicularius",NA,"91-.004-.003-.","FHL"
"1578","Hylastes linearis","Hylastes linearis","Hylastes linearis Erichson, 1836","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes linearis",NA,"91-.004-.004-.","FHL"
"1579","Hylastes opacus","Hylastes opacus","Hylastes opacus Erichson, 1836","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastes","Hylastes opacus",NA,"91-.004-.002-.","FHL"
"1580","Hylastinus obscurus","Hylastinus obscurus","Hylastinus obscurus (Marsham, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylastinus","Hylastinus obscurus",NA,"91-.013-.001-.","FHL"
"1581","Hylesinus crenatus","Hylesinus crenatus","Hylesinus crenatus (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylesinus","Hylesinus crenatus",NA,"91-.011-.001-.","FHL"
"1582","Hylesinus oleiperda","Hylesinus toranio","Hylesinus toranio (D'Anthoine, 1788)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylesinus","Hylesinus toranio",NA,"91-.011-.002-.","FHL"
"1583","Hylesinus toranio","Hylesinus toranio","Hylesinus toranio (D'Anthoine, 1788)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylesinus","Hylesinus toranio",NA,"91-.011-.002-.","FHL"
"1584","Hylesinus varius","Hylesinus varius","Hylesinus varius (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylesinus","Hylesinus varius",NA,"91-.011-.003-.","FHL"
"1585","Leperisinus fraxini","Hylesinus varius","Hylesinus varius (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylesinus","Hylesinus varius",NA,"91-.011-.003-.","FHL"
"1586","Hylis cariniceps","Hylis cariniceps","Hylis cariniceps (Reitter, 1902)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Eucnemidae","Hylis","Hylis cariniceps",NA,"36-.011-.002-.","FHL"
"1587","Hylis foveicollis","Hylis foveicollis","Hylis foveicollis (C. G. Thomson, 1874)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Eucnemidae","Hylis","Hylis foveicollis",NA,"36-.011-.003-.","FHL"
"1588","Hylis olexai","Hylis olexai","Hylis olexai Palm, 1955","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Eucnemidae","Hylis","Hylis olexai",NA,"36-.011-.001-.","FHL"
"1589","Hylis procerulus","Hylis procerulus","Hylis procerulus (Mannerheim, 1823)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Eucnemidae","Hylis","Hylis procerulus",NA,"36-.011-.004-.","FHL"
"1590","Hylobius abietis","Hylobius abietis","Hylobius abietis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylobius","Hylobius abietis",NA,"93-.115-.002-.","FHL"
"1591","Hylobius excavatus","Hylobius excavatus","Hylobius excavatus (Laicharting, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylobius","Hylobius excavatus",NA,"93-.115-.001-.","FHL"
"1592","Hylobius piceus","Hylobius excavatus","Hylobius excavatus (Laicharting, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylobius","Hylobius excavatus",NA,"93-.115-.001-.","FHL"
"1593","Hylobius pinastri","Hylobius pinastri","Hylobius pinastri (Gyllenhal, 1813)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylobius","Hylobius pinastri",NA,"93-.115-.003-.","FHL"
"1594","Hylotrupes bajulus","Hylotrupes bajulus","Hylotrupes bajulus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Hylotrupes","Hylotrupes bajulus",NA,"87-.048-.001-.","FHL"
"1595","Hylurgops glabratus","Hylurgops glabratus","Hylurgops glabratus (Zetterstedt, 1828)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylurgops","Hylurgops glabratus",NA,"91-.005-.001-.","FHL"
"1596","Hylurgops palliatus","Hylurgops palliatus","Hylurgops palliatus (Gyllenhal, 1813)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylurgops","Hylurgops palliatus",NA,"91-.005-.002-.","FHL"
"1597","Hylurgus ligniperda","Hylurgus ligniperda","Hylurgus ligniperda (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hylurgus","Hylurgus ligniperda",NA,"91-.007-.001-.","FHL"
"1598","Hymenalia rufipes","Hymenalia rufipes","Hymenalia rufipes (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Hymenalia","Hymenalia rufipes",NA,"82-.004-.001-.","FHL"
"1599","Hypebaeus flavipes","Hypebaeus flavipes","Hypebaeus flavipes (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Malachiidae","Hypebaeus","Hypebaeus flavipes",NA,"29-.003-.001-.","FHL"
"1600","Hypera arator","Hypera arator","Hypera arator (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera arator",NA,"93-.125-.016-.","FHL"
"1601","Hypera meles","Hypera meles","Hypera meles (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera meles",NA,"93-.125-.014-.","FHL"
"1602","Hypera miles","Hypera miles","Hypera miles (Paykull, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera miles",NA,"93-.125-.019-.","FHL"
"1603","Hypera suspiciosa","Hypera miles","Hypera miles (Paykull, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera miles",NA,"93-.125-.019-.","FHL"
"1604","Hypera nigrirostris","Hypera nigrirostris","Hypera nigrirostris (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera nigrirostris",NA,"93-.125-.030-.","FHL"
"1605","Hypera ononidis","Hypera ononidis","Hypera ononidis (Chevrolat, 1863)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera ononidis",NA,"93-.125-.029-.","FHL"
"1606","Hypera plantaginis","Hypera plantaginis","Hypera plantaginis (DeGeer, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera plantaginis",NA,"93-.125-.022-.","FHL"
"1607","Hypera postica","Hypera postica","Hypera postica (Gyllenhal, 1813)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera postica",NA,"93-.125-.024-.","FHL"
"1608","Hypera rumicis","Hypera rumicis","Hypera rumicis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera rumicis",NA,"93-.125-.005-.","FHL"
"1609","Hypera viciae","Hypera viciae","Hypera viciae (Gyllenhal, 1813)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hypera","Hypera viciae",NA,"93-.125-.025-.","FHL"
"1610","Hyperaspis reppensis","Hyperaspis reppensis","Hyperaspis reppensis (Herbst, 1783)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Hyperaspis","Hyperaspis reppensis",NA,"62-.015-.005-.","FHL"
"1611","Hyperisus plumbeus","Hyperisus plumbeus","Hyperisus plumbeus (Illiger, 1801)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hyperisus","Hyperisus plumbeus",NA,"68-.0051.001-.","FHL"
"1612","Xestobium plumbeum","Hyperisus plumbeus","Hyperisus plumbeus (Illiger, 1801)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hyperisus","Hyperisus plumbeus",NA,"68-.0051.001-.","FHL"
